City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
581,Matadi,CD,67.32,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
586,Bonoua,CI,78.42,overcast clouds,5.2741,-3.595,Hotel Bon Samaritian
589,Sicamous,CA,72.88,overcast clouds,50.8331,-118.9856,Best Western Sicamous Inn
590,Coahuayana,MX,79.68,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
591,Albion,US,69.75,clear sky,42.2431,-84.753,Days Inn by Wyndham Albion
594,Sabang,ID,82.99,overcast clouds,5.8933,95.3214,Hotel Citra
596,Mokhsogollokh,RU,69.28,overcast clouds,61.4681,128.9203,
597,Luwuk,ID,79.05,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
600,Assiniboia,CA,76.82,broken clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
602,Mujiayingzi,CN,84.52,scattered clouds,42.1167,118.7833,Jinjiang Hotel
606,Dasoguz,TM,73.35,clear sky,41.8363,59.9666,Hotel Erik
609,Novopokrovka,UA,68.5,overcast clouds,49.8425,36.5477,Пудж дом
610,Chabahar,IR,84.69,overcast clouds,25.2919,60.643,هتل گدروشیا
613,Port Hueneme,US,81.46,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
614,Tonekabon,IR,71.55,clear sky,36.8163,50.8738,Hotel Sadra
617,Nurota,UZ,79.36,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
619,Oum Hadjer,TD,82.0,scattered clouds,13.2954,19.6966,
620,Khash,IR,81.3,broken clouds,28.2211,61.2158,خوابگاه آبجی محدثه
622,Tanete,ID,83.16,broken clouds,-3.9443,119.7848,Wisma Tri Multi
625,Ulaangom,MN,69.89,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
626,Vostok,RU,78.03,broken clouds,46.4856,135.8833,
628,Banikoara,BJ,73.74,scattered clouds,11.2985,2.4386,Hôtel de l'UCom CVPC
629,Yook,PH,83.86,overcast clouds,13.2261,121.964,Pielago's Residences
630,Corn Island,NI,81.19,overcast clouds,12.1694,-83.0418,Big Fish Guest House
632,Aksarka,RU,67.77,scattered clouds,66.5606,67.7975,
633,Tucuman,AR,73.4,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
634,Kamenka,RU,69.67,broken clouds,51.3223,42.7678,
636,Ntungamo,UG,67.48,overcast clouds,-0.8833,29.65,The Crested Crane Bwindi Hotel
638,Owando,CG,71.06,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
639,Khasan,RU,66.81,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
641,Chirongui,YT,75.13,overcast clouds,-12.9319,45.1483,La Villa Mahatsara
643,Columbus,US,73.74,scattered clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
646,Road Town,VG,80.69,overcast clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
647,San Pedro De Uraba,CO,75.13,overcast clouds,8.2752,-76.3764,Hotel La Gran Manzana
648,Bayan,CN,81.88,clear sky,46.0833,127.4,Wanhao Inn
649,Myaundzha,RU,72.19,overcast clouds,63.0494,147.1858,
651,Shizukuishi,JP,74.17,overcast clouds,39.6833,140.9833,Hotel Taikan
652,Guanare,VE,75.22,overcast clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
653,Rajkot,IN,80.56,broken clouds,22.3,70.7833,The Imperial Palace
654,Santa Maria,BR,67.3,clear sky,-29.6842,-53.8069,Hotel Morotin
655,Nyrob,RU,67.75,scattered clouds,60.733,56.7202,Gostinitsa
656,Shitanjing,CN,75.72,clear sky,39.2342,106.3439,Yingbin Hotel
657,Timiryazevskoye,RU,77.16,scattered clouds,56.49,84.8769,Kovcheg
658,Champerico,GT,81.23,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
659,Nouadhibou,MR,67.57,clear sky,20.931,-17.0347,El Medina
660,Abong Mbang,CM,65.75,light rain,3.9833,13.1833,Auberge Angle Sur
665,Cap Malheureux,MU,66.47,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
666,Virginia Beach,US,74.01,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
667,Bambanglipuro,ID,81.79,scattered clouds,-7.95,110.2833,Puri Brata
670,Carbonia,IT,69.01,clear sky,39.1672,8.5222,Lu 'Hotel
672,Havelock,US,84.18,thunderstorm with light rain,34.8791,-76.9013,Sherwood Motel
674,Gat,IL,74.39,clear sky,31.61,34.7642,OlusHome
676,Russell,US,76.23,clear sky,32.3502,-85.1999,Macs
677,Arti,RU,70.14,broken clouds,56.4234,58.5328,
679,Cartagena,CO,82.02,broken clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
680,Sao Jose Da Coroa Grande,BR,74.7,clear sky,-8.8978,-35.1478,Crôa Mares Hotel
681,Lancaster,US,69.89,clear sky,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
683,Rubtsovsk,RU,71.01,scattered clouds,51.5,81.25,Запросто
684,Porbandar,IN,81.88,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
685,Ponta Delgada,PT,67.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
689,Laminusa,PH,83.62,light rain,5.5549,120.9136,Kapotean Bukut
691,Port Said,EG,76.98,clear sky,31.2565,32.2841,Aracan Hotel
692,Puerto Madero,MX,81.48,overcast clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
694,Rudnogorsk,RU,68.05,clear sky,57.2639,103.7519,
695,Xining,CN,76.8,broken clouds,36.6167,101.7667,Super Leisure Hotel
696,Rabo De Peixe,PT,66.27,broken clouds,37.8,-25.5833,Quinta das Giestas
698,Balabac,PH,82.4,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
701,Koroni,GR,74.07,clear sky,36.8,21.95,Apartments Xenios Zeus 1
703,Nantucket,US,68.02,clear sky,41.2835,-70.0995,Jared Coffin House
704,Aquidauana,BR,74.77,clear sky,-20.4711,-55.7872,HOTEL ARARAS
706,Borzya,RU,69.33,broken clouds,50.3833,116.5167,Tikhiy
708,Benguela,AO,66.2,few clouds,-12.5763,13.4055,Hotel Praia Morena
709,Jabinyanah,TN,75.0,clear sky,35.035,10.9081,maison belmabrouk
711,Natal,BR,75.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
714,Am Timan,TD,72.54,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
715,Pauini,BR,75.79,broken clouds,-7.7136,-66.9764,Casa do Kiwliks
716,La Rochelle,FR,69.94,clear sky,46.1667,-1.15,Hôtel Saint Jean d'Acre
717,San Ramon,US,76.39,clear sky,37.7799,-121.978,San Ramon Marriott
718,Vaitape,PF,78.28,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
