City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Waipawa,NZ,-41.4122,175.5153,46.08,61,100,6.96,overcast clouds
701,Koroni,GR,36.8,21.95,74.07,70,0,5.26,clear sky
702,Oromocto,CA,45.8351,-66.4792,56.3,80,0,6.91,clear sky
703,Nantucket,US,41.2835,-70.0995,68.02,87,0,4.61,clear sky
704,Aquidauana,BR,-20.4711,-55.7872,74.77,44,6,4.88,clear sky
705,Alice Springs,AU,-23.7,133.8833,54.95,38,0,16.11,clear sky
706,Borzya,RU,50.3833,116.5167,69.33,55,71,11.97,broken clouds
707,Menongue,AO,-14.6585,17.691,46.99,69,2,4.12,clear sky
708,Benguela,AO,-12.5763,13.4055,66.2,92,12,2.46,few clouds
709,Jabinyanah,TN,35.035,10.9081,75.0,70,0,10.98,clear sky
710,Hornepayne,CA,49.2138,-84.7705,59.27,56,54,7.96,broken clouds
711,Natal,BR,-5.795,-35.2094,75.42,94,75,8.05,broken clouds
712,Maniitsoq,GL,65.4167,-52.9,39.54,91,100,5.35,overcast clouds
713,Bosaso,SO,11.2842,49.1816,86.09,43,98,27.2,overcast clouds
714,Am Timan,TD,11.0297,20.2827,72.54,79,90,6.76,overcast clouds
715,Pauini,BR,-7.7136,-66.9764,75.79,71,55,1.72,broken clouds
716,La Rochelle,FR,46.1667,-1.15,69.94,68,0,11.5,clear sky
717,San Ramon,US,37.7799,-121.978,76.39,70,0,11.5,clear sky
718,Vaitape,PF,-16.5167,-151.75,78.28,72,65,18.68,broken clouds
719,Umea,SE,63.8284,20.2597,51.91,100,40,4.61,scattered clouds
